id;name;site;rating;advcampaign_id;advcampaign_name;logo;description;species;promocode;promolink;gotolink;date_start;date_end;exclusive;types;categories;special_category;discount
360218;399.5€ for [EU Version] XIAOMI Curved Gaming Monitor;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;CZ warehouse - Germany only;promocode;BGZGR707;;https://ad.admitad.com/g/u85hs87pec053e55c51d6213826a88/?i=3;2021-02-19 00:00:00;2021-02-28 23:59:00;false;Discount on an order;Computers & Electronics;;10%
360219;$149 for Redmi 9T Global Version 4+64;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;HK warehouse;promocode;BGR9T64;;https://ad.admitad.com/g/udj1gpq6t0053e55c51d6213826a88/?i=3;2021-02-19 00:00:00;2021-02-28 23:59:00;false;Discount on an order;Computers & Electronics;;10%
360220;$159 for Redmi 9T Global Version 4+128;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;HK warehouse;promocode;BGR9T128;;https://ad.admitad.com/g/myckyfbnfe053e55c51d6213826a88/?i=3;2021-02-19 00:00:00;2021-02-28 23:59:00;false;Discount on an order;Computers & Electronics;;10%
360221;$139 for POCO M3 4+128;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;HK warehouse;promocode;BGPM3LF;;https://ad.admitad.com/g/r4mdcs7scs053e55c51d6213826a88/?i=3;2021-02-19 00:00:00;2021-02-28 23:59:00;false;Discount on an order;Computers & Electronics;;10%
360222;$109.99 for Xiaomi Redmi 9 Global 3+32 without NFC;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;HKwarehouse;promocode;BGR9LF;;https://ad.admitad.com/g/lzxiqtrfr5053e55c51d6213826a88/?i=3;2021-02-19 00:00:00;2021-02-28 23:59:00;false;Discount on an order;Computers & Electronics;;10%
360223;$119.99 for Xiaomi Redmi 9 Global 3+32 NFC;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;HKwarehouse;promocode;BGR9NLF;;https://ad.admitad.com/g/qf3qf76svj053e55c51d6213826a88/?i=3;2021-02-19 00:00:00;2021-02-28 23:59:00;false;Discount on an order;Computers & Electronics;;10%
359981;$179.99 for BlitzWolf® BW-GC8 Gaming Chair with 7 RGB Lights Effect;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;CZ warehouse;action;Not required;;https://ad.admitad.com/g/jh2c6i9k76053e55c51d6213826a88/?i=3;2021-02-17 00:00:00;2021-02-28 23:59:00;false;Discount on an order;Computers & Electronics;;10%
359982;$209.99 for BlitzWolf® BW-GC9 Gaming Chair Exquisite Line Design;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;CZ warehouse;action;Not required;;https://ad.admitad.com/g/79onrvckdu053e55c51d6213826a88/?i=3;2021-02-17 00:00:00;2021-02-28 23:59:00;false;Discount on an order;Computers & Electronics;;10%
359991;$1229.99 for Xiaomi Mi Laptop Pro 15.6 inch Intel Core i7-10510U NVIDIA Backlit Notebook;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;Xiaomi Mi Laptop Pro 15.6 inch Intel Core i7-10510U NVIDIA GeForce MX250 16GB DDR4 RAM 1TB SSD 100% sRGB Fingerprint Backlit Notebook - Gray;promocode;BGXMI7XS;;https://ad.admitad.com/g/xnmd2kvhdz053e55c51d6213826a88/?i=3;2021-02-17 00:00:00;2021-02-24 23:59:00;false;Discount on an order;Computers & Electronics;;10%
359993;$709.99 for Xiaomi RedmiBook Laptop Pro 14 inch i5-10210U NVIDIA Notebook;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;Xiaomi RedmiBook Laptop Pro 14 inch i5-10210U NVIDIA GeForce MX250 8GB RAM 512GB SSD Notebook;promocode;BGXMR1T8;;https://ad.admitad.com/g/w5n6lzjsuc053e55c51d6213826a88/?i=3;2021-02-17 00:00:00;2021-02-24 23:59:00;false;Discount on an order;Computers & Electronics;;10%
359995;$35.99 for Xiaovv 360° 1080P HD H.265 WIFI IP Camera;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;Xiaovv 360° 1080P HD H.265 WIFI IP Camera PTZ APP Control Onvif Full Color Night Vision Wireless Video Color Two-Way Audio Monitoring Indoor Outdoor IP Camera Baby Monitor;promocode;BGFETD352;;https://ad.admitad.com/g/5a1997zvdi053e55c51d6213826a88/?i=3;2021-02-17 00:00:00;2021-02-28 23:59:00;false;Discount on an order;Homeware;;10%
359996;$82.99 for IMILAB EC2 1080P Smart Wireless Battery IP Camera Waterproof Outdoor Camera;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;[International Version] IMILAB EC2 1080P Smart Wireless Battery IP Camera Waterproof Outdoor Camera AI Moving Detection Infrared Nighte Version Baby Monitors Work with Mijia;promocode;BGFETD494;;https://ad.admitad.com/g/nthmmt4bwd053e55c51d6213826a88/?i=3;2021-02-17 00:00:00;2021-02-28 23:59:00;false;Discount on an order;Homeware;;10%
359997;$13.99 for Xiaowei 250ML Smart Sensor Automatic Induction Liquid Foaming Soap Dispenser;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;[Optimiztion Version] Xiaowei 250ML Smart Sensor Automatic Induction Liquid Foaming Soap Dispenser Infrared Sensor Foaming Equipment;promocode;BGFE17Q4;;https://ad.admitad.com/g/4xzgmc8bzz053e55c51d6213826a88/?i=3;2021-02-17 00:00:00;2021-02-28 23:59:00;false;Discount on an order;Homeware;;10%
359389;Carnaval 2021. Mais de 50% off em todas as categorias;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;;action;Not required;;https://ad.admitad.com/g/cd380xppl2053e55c51d6213826a88/?i=3;2021-02-12 00:00:00;2021-02-21 23:59:00;false;Discount on an order;Personal Care & Pharmacy, Clothing, Homeware, Computers & Electronics, Watches & Jewelry;;50%
359391;46% off para Xiaomi Redmi Note 8 Pro Global Version;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;;promocode;BG002N8P;;https://ad.admitad.com/g/5tuyv7m96s053e55c51d6213826a88/?i=3;2021-02-12 00:00:00;2021-02-21 23:59:00;false;Discount on an order;Computers & Electronics;;46%
359393;29% off para ILIFE V5S Pro Multifuncional Robô Inteligente Vassoura;https://www.banggood.com/;0.00;13623;Banggood WW;https://cdn.admitad.com/campaign/images/2020/9/30/13623-b58edd098a89c836.png;;promocode;BGCNHGTVF5;;https://ad.admitad.com/g/2srib7m7qe053e55c51d6213826a88/?i=3;2021-02-12 00:00:00;2021-02-21 23:59:00;false;Discount on an order;Computers & Electronics;;29%
